Title Number,Tenure,Property Address,District,County,Region,Postcode,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Country Incorporated (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Country Incorporated (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Country Incorporated (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Country Incorporated (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator
"ST312220","Freehold","Land on the north side of Lower Bristol Road, Bath","BATH AND NORTH EAST SOMERSET","BATH AND NORTH EAST SOMERSET","SOUTH WEST","","N","","LTS TWERTON BATH S.A.R.L.","","Corporate Body","LUXEMBOURG","1-3 Boulevard do la Foire, L-1528, Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","04-03-2016","N"
"ST317437","Freehold","Land at Brent Broad, Burnham-On-Sea","SEDGEMOOR","SOMERSET","SOUTH WEST","","N","","ESTERA TRUST (JERSEY) LIMITED","","Limited Company or Public Limited Company","JERSEY","13-14 Esplanade, St Helier, Jersey, JE1 1EE","","","","","","","","","","","","","","","","","","","","","","","","06-12-2016","N"
"ST318729","Freehold","101-124 Mizzen Court, Portishead, Bristol (BS20 7QL)","NORTH SOMERSET","NORTH SOMERSET","SOUTH WEST","BS20 7QL","N","","ABACUS LAND 4 LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG","","","","","","","","","","","","","","","","","","","","","","","","08-06-2017","N"
"ST324237","Leasehold","1a, 1-2 Pulteney Bridge, Bath (BA2 4AX)","BATH AND NORTH EAST SOMERSET","BATH AND NORTH EAST SOMERSET","SOUTH WEST","BA2 4AX","N","","THE ORVIS COMPANY INC","FC012658","Unlimited Company","VERMONT, U.S.A.","178 Conservation Way, Sunderland, Vermont, VT05250, United States of America","Clearwater House, Unit 28, North Way, Andover SP10 5RW","","","","","","","","","","","","","","","","","","","","","","","10-11-2015","N"
"ST325197","Leasehold","28 South Drive, Sandhill Park, Bishops Lydeard, Taunton (TA4 3DQ)","TAUNTON DEANE","SOMERSET","SOUTH WEST","TA4 3DQ","N","395000","DOWNTON ESTATES LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Martello Court, Admiral Park, St Peter Port, Guernsey, GY1 3HB","","","","","","","","","","","","","","","","","","","","","","","","17-12-2015","N"
"ST327059","Freehold","Land on the west side of Winterstoke Road, Weston-super-Mare","NORTH SOMERSET","NORTH SOMERSET","SOUTH WEST","","N","","LIDL U.K. GMBH","FC017929","Unlimited Company","GERMANY","19 Worple Road, London SW19 4JS","","","","","","","","","","","","","","","","","","","","","","","","23-03-2016","N"
"ST327538","Leasehold","4 The Mews, Victoria Bridge Road, Bath (BA2 3FS)","BATH AND NORTH EAST SOMERSET","BATH AND NORTH EAST SOMERSET","SOUTH WEST","BA2 3FS","N","","ESM PROPERTIES LIMITED","","Limited Company or Public Limited Company","JERSEY","Eden House, Le Mont Sohier, St. Brelade, Jersey JE3 8EA","","","","","","","","","","","","","","","","","","","","","","","","14-04-2016","N"
"SX107717","Freehold","Gore Hill House, Haslingbourne Lane, Petworth (GU28 0JJ)","CHICHESTER","WEST SUSSEX","SOUTH EAST","GU28 0JJ","N","","CHANCERY CORPORATE SERVICES LIMITED","","Limited Company or Public Limited Company","BARBADOS","Chancery House, High Street, Bridgetown, Barbados, Bb11128","","","","","","","","","","","","","","","","","","","","","","","","15-05-2013","Y"
"SX116940","Freehold","29 Coleridge Crescent, Goring By Sea, Worthing  and garage (BN12 6LU)","WORTHING","WEST SUSSEX","SOUTH EAST","BN12 6LU","N","182000","PATRICROFT INVESTMENTS LIMITED","","Limited Company or Public Limited Company","GIBRALTAR","57 Line Wall Road, Gibraltar","Vallance Hall, Hove Street, Hove, East Sussex BN3 2GL","","","","","","","","","","","","","","","","","","","","","","","27-07-2007","N"
"SX131441","Freehold","Kohlee, Brighton Road, Woodmancote, Henfield (BN5 9SS)","HORSHAM","WEST SUSSEX","SOUTH EAST","BN5 9SS","N","","CONSORTIA TRUSTEES LIMITED","","Limited Company or Public Limited Company","JERSEY","3rd Floor, Standard Bank House, 47-49 La Motte Street, St. Helier, Jersey, JE2 4SZ","","","","","","","","","","","","","","","","","","","","","","","","21-02-2012","Y"
"SX131568","Freehold","45 Devonshire Road, Bexhill-On-Sea (TN40 1BD)","ROTHER","EAST SUSSEX","SOUTH EAST","TN40 1BD","N","","MAPELEY COLUMBUS LIMITED","","Limited Company or Public Limited Company","BERMUDA","Cambridge House, 47 Clarendon Road, Watford WD17 1HN","","","","","","","","","","","","","","","","","","","","","","","","05-08-2000","N"
"SX141856","Freehold","land on the west side of Chandler Road, Bexhill on Sea","ROTHER","EAST SUSSEX","SOUTH EAST","","N","32411","ADRIATIC LAND 4 LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bulwer Avenue, St Sampson, Guernsey, GY2 4LH","Richmond House, 1a Heath Road, Hale, Altrincham WA14 2XP","","","","","","","","","","","","","","","","","","","","","","","13-07-2016","N"
"SX145306","Freehold","land adjoining 5 St Catherines Terrace, Hove (BN3 2RR)","BRIGHTON AND HOVE","BRIGHTON AND HOVE","SOUTH EAST","BN3 2RR","N","","LINEAR HOLDINGS LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","2 Crane Court, Fleet Street, London EC4A 2BL","","","","","","","","","","","","","","","","","","","","","","","","06-03-2007","N"
"SX150429","Freehold","187 Lower Church Road, Burgess Hill (RH15 9AA)","MID SUSSEX","WEST SUSSEX","SOUTH EAST","RH15 9AA","N","","HELM TRUST COMPANY LIMITED","","Limited Company or Public Limited Company","JERSEY","1st Floor, 17 Bond Street, St Helier, Jersey, JE2 3NP","","","","","","","","","","","","","","","","","","","","","","","","02-06-2014","N"
"SX153078","Freehold","32 and 33 Western Road and 43 and 44 Clarence Square, Brighton (BN1 2EB)","BRIGHTON AND HOVE","BRIGHTON AND HOVE","SOUTH EAST","BN1 2EB","N","","MOSTA LIMITED","","Limited Company or Public Limited Company","MALTA","33 St.Barbara Bastion, Valletta, VLT1961, Malta","","","","","","","","","","","","","","","","","","","","","","","","10-04-2012","N"
"SX153178","Freehold","13, 13A, 14 and 14A North Street, Brighton","BRIGHTON AND HOVE","BRIGHTON AND HOVE","SOUTH EAST","","N","","REDEVCO UK 1 BV","","Corporate Body","NETHERLANDS","Wibautstraat 224, 1097DN, Amsterdam, Netherlands","1 James Street, London W1U 1DR","","","","","","","","","","","","","","","","","","","","","","","26-06-2015","N"
"SX153878","Leasehold","Flat 3, 243 Dyke Road, Hove, (BN3 6PA)","BRIGHTON AND HOVE","BRIGHTON AND HOVE","SOUTH EAST","BN3 6PA","N","","FAIRHOMES BRIGHTON LIMITED","","Limited Company or Public Limited Company","GIBRALTAR","Medex, 4 Denne Road, Horsham, W Sussex, RH12 1JE","","","","","","","","","","","","","","","","","","","","","","","","22-04-2003","N"
"SY101082","Freehold","Venture House, 65 Davis Road, Chessington (KT9 1TT)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT9 1TT","N","","AYLESBURY LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","62 Beresford Street, Woolwich, London SE18 6BG","","","","","","","","","","","","","","","","","","","","","","","","24-12-2003","N"
"SY110199","Freehold","43 Church Street, Weybridge (KT13 8DG)","ELMBRIDGE","SURREY","SOUTH EAST","KT13 8DG","N","400000","GLENDUFF LIMITED","","Limited Company or Public Limited Company","JERSEY","39 - 41 Broad Street, St Helier, Jersey, JE4 8PU","1 Canada Road, Byfleet, West Byfleet, Surrey KT14 7JL","","","","","","","","","","","","","","","","","","","","","","","14-05-2010","N"
"SY111247","Freehold","240-262 Cannon Hill Lane, London (SW20 9HN)","MERTON","GREATER LONDON","GREATER LONDON","SW20 9HN","N","","OMONVILLE PROPERTIES LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","22-24 Worple Road, London SW19 4DD","","","","","","","","","","","","","","","","","","","","","","","","25-01-2000","N"
"SY112621","Freehold","16 Southwood Avenue, Kingston Upon Thames (KT2 7HD)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT2 7HD","N","","ASCOT ASSETS LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","325 Waterfront Drive, 2nd Floor , Omar Hodge Building, Wickhams Cay, Road Town, Tortola, British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","N"
"SY117991","Freehold","36 Lyndhurst Avenue, London (SW16 4UF)","MERTON","GREATER LONDON","GREATER LONDON","SW16 4UF","N","","MARZ INVESTMENTS LIMITED","","Limited Company or Public Limited Company","JERSEY","PO Box 36, Sommerville House, Phillips Street, St Helier, Jersey, JE4 9NU","","","","","","","","","","","","","","","","","","","","","","","","19-07-2018","N"
"SY122752","Freehold","The Confectionery Store, 1 Philanthropic Road, Reigate (RH1 4DN)","REIGATE AND BANSTEAD","SURREY","SOUTH EAST","RH1 4DN","N","","TORORAL PTY LIMITED","","Limited Company or Public Limited Company","AUSTRALIA","15 Labourham Way, Cheddar, Somerset BS27 3XJ","","","","","","","","","","","","","","","","","","","","","","","","05-06-2003","Y"
"SY127369","Freehold","39 High Street, Reigate (RH2 9AE)","REIGATE AND BANSTEAD","SURREY","SOUTH EAST","RH2 9AE","N","","WOODSER INVESTMENTS LIMITED","","Limited Company or Public Limited Company","SEYCHELLES","Second Floor, 27 Gloucester Place, London W1U 8HU","","","","","","","","","","","","","","","","","","","","","","","","29-11-2011","N"
"SY132236","Freehold","76 and 76A Cambridge Road, Kingston Upon Thames (KT1 3NA)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT1 3NA","N","","AK II PROPERTY INVESTMENTS LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Unit, 10 Bickels Yard, 151-153 Bermondsey Street, London SE1 3HA","PO Box 41, Floor 2, Le Marchant House, Le Trouchot, Guernsey, GY1 3BE","","","","","","","","","","","","","","","","","","","","","","","13-08-2014","N"
"SY133266","Freehold","Penarth Court, 2 Devonshire Avenue, Sutton (SM2 5LA)","SUTTON","GREATER LONDON","GREATER LONDON","SM2 5LA","N","","ABACUS LAND 4 LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG","","","","","","","","","","","","","","","","","","","","","","","","06-06-2017","N"
"SY143580","Freehold","Boxlands, London Road, Dorking","MOLE VALLEY","SURREY","SOUTH EAST","","N","","DUNEPARK ASSOCIATES CORPORATION","","Corporate Body","BRITISH VIRGIN ISLANDS","Burton Woolf & Turk, 22- 24 Ely Place, London EC1N 6TE","","","","","","","","","","","","","","","","","","","","","","","","11-01-2000","N"
"SY144631","Freehold","Hamstone House, South Ridge, St George's Hill, Weybridge (KT13 0NF)","ELMBRIDGE","SURREY","SOUTH EAST","KT13 0NF","N","","EDENFIELD INVESTMENTS LIMITED","","Limited Company or Public Limited Company","CYPRUS","(reference Graham Bonham Carter) 5 Belgrave Mews North, London SW1X","5 Belgrave Square, London SW1X 8PH","(reference Mr Pavel Ezoubov) 23/3 Bolshaya Polyanka Street, Moscow, Russia","","","","","","","","","","","","","","","","","","","","","","21-09-2001","N"
"SY154851","Freehold","Woodpeckers, Pachesham Park, Leatherhead (KT22 0DJ)","MOLE VALLEY","SURREY","SOUTH EAST","KT22 0DJ","N","2700000","KENAI LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","1st Floor, Court Row Chambers, Court Row, Ramsey, Isle Of Man, IM8 1JS","","","","","","","","","","","","","","","","","","","","","","","","19-10-2017","N"
"SY156997","Freehold","land and building on the south side of Red House Road, Beddington","SUTTON","GREATER LONDON","GREATER LONDON","","N","","TOWNSIDE INVESTMENTS LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Unit G, Redhouse Road Industrial Estate, Croydon CR0 3AQ","Lynton House, 7-12 Tavistock Square, London WC1H 9BQ","","","","","","","","","","","","","","","","","","","","","","","27-06-2005","N"
"SY161729","Freehold","part of 114 High Street, Sutton (SM1 1LT)","SUTTON","GREATER LONDON","GREATER LONDON","SM1 1LT","N","","GATSBY CAPITAL 3 LIMITED","","Limited Company or Public Limited Company","JERSEY","29 Broad Street, St Helier, Jersey, JE2 3RR","","","","","","","","","","","","","","","","","","","","","","","","24-02-2015","N"
"SY163407","Freehold","8 Wheatsheaf Close, Ottershaw, Chertsey (KT16 0JA)","RUNNYMEDE","SURREY","SOUTH EAST","KT16 0JA","N","","RBC TRUSTEES (CI) LIMITED","","Limited Company or Public Limited Company","JERSEY","Gaspe House, 66-72 Esplanade, St Helier, Jersey, Channel Islands, JE2 3QT","","","","","","","","","","","","","","","","","","","","","","","","28-07-2004","N"
"SY164054","Freehold","197 London Road","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","","N","","SHELL SERVICE STATION PROPERTIES LIMITED","","Limited Company or Public Limited Company","JERSEY","Shell Centre, London SE1 7NA","","","","","","","","","","","","","","","","","","","","","","","","09-02-2012","N"
"SY167919","Freehold","280 Kew Road, Kew (TW9 3EE)","RICHMOND UPON THAMES","GREATER LONDON","GREATER LONDON","TW9 3EE","N","","SWALA INVESTMENTS LIMITED","","Limited Company or Public Limited Company","BERMUDA","The Bank of Bermuda Building, 6 Front Street, Hamilton, HM 11, Bermuda","","","","","","","","","","","","","","","","","","","","","","","","12-03-2010","N"
"SY183616","Freehold","5 Gibbon Mews, Gibbon Road, Kingston Upon Thames (KT2 6GX)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT2 6GX","N","105000","MJW INVESTMENTS LLC","","Corporate Body","CONNECTICUT, U.S.A.","7 Waungron Road, Llandaff, Cardiff CF5 2JJ","","","","","","","","","","","","","","","","","","","","","","","","20-08-2004","N"
"SY198296","Freehold","Foresters, Keepers Walk, Wentworth, Virginia Water","RUNNYMEDE","SURREY","SOUTH EAST","","N","","CYBER WIN DEVELOPMENT LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Howard Kennedy, 19 Cavendish Square, London W1A 2AW (Ref: RAB1)","","","","","","","","","","","","","","","","","","","","","","","","21-08-2000","N"
"SY200065","Freehold","57 Penge Road, London (SE25 4EJ)","CROYDON","GREATER LONDON","GREATER LONDON","SE25 4EJ","N","","ROCHDALE MANAGEMENT LTD","","Limited Company or Public Limited Company","SEYCHELLES","114 Balham High Road, London SW12 9AA","","","","","","","","","","","","","","","","","","","","","","","","23-01-2015","N"
"SY200853","Freehold","61 York Road, Guildford (GU1 4DG)","GUILDFORD","SURREY","SOUTH EAST","GU1 4DG","N","","HUNSLET PROPERTIES LIMITED","","Limited Company or Public Limited Company","JERSEY","1 Chateau de la Mer, Havre des Pas, St Helier, Jersey, JE2 4UL","","","","","","","","","","","","","","","","","","","","","","","","04-07-2007","N"
"SY203608","Freehold","2 to 10 (Even numbers) High Street, Merstham (RH1 3EA)","REIGATE AND BANSTEAD","SURREY","SOUTH EAST","RH1 3EA","N","","OAKLAND DEVELOPMENTS ASSETS LTD","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Man, British Isles, IM1 1JD","","","","","","","","","","","","","","","","","","","","","","","","01-08-2005","N"
"SY205391","Freehold","land lying to the west of Combe Lane, Witley","WAVERLEY","SURREY","SOUTH EAST","","N","","WHITE CRANE HOLDING LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","10 Lower Common South, London SW15 1BP","31 Hill Street, London W1J 5LS","","","","","","","","","","","","","","","","","","","","","","","26-11-2015","N"
"SY207437","Freehold","176 to 186 (even) High Street, Dorking (RH4 1QR)","MOLE VALLEY","SURREY","SOUTH EAST","RH4 1QR","N","","QUADRON ASSOCIATION INC","","Corporate Body","BAHAMAS","114 Balham High Road, London, SW12 9AA","","","","","","","","","","","","","","","","","","","","","","","","07-12-2000","N"
"SY207995","Freehold","50, 52 and 54 High Street, Epsom","EPSOM AND EWELL","SURREY","SOUTH EAST","","N","2000000","CEPF II METEOR INVESTMENTS S.A.R.L","","Corporate Body","LUXEMBOURG","14 Rue Edward Steichen, L-2540, Luxembourg, Grand Duchy of Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","27-01-2017","N"
"SY214640","Freehold","194 Kew Road, Richmond (TW9 2AS)","RICHMOND UPON THAMES","GREATER LONDON","GREATER LONDON","TW9 2AS","N","1525000","MARLBOROUGH PENSION TRUSTEES LIMITED","","Limited Company or Public Limited Company","GUERNSEY","PO Box 19, Richmond House, Ann's Place, St Peter's Port, Guernsey, GY1 3AJ","","","","","","","","","","","","","","","","","","","","","","","","09-03-2016","N"
"SY215432","Freehold","Ormeley Lodge, Ham Gate Avenue, Richmond (TW10 5HB)","RICHMOND UPON THAMES","GREATER LONDON","GREATER LONDON","TW10 5HB","N","","ORMELEY HOLDINGS LIMITED","44675","Corporate Body","CAYMAN ISLANDS","Swan House, Madeira Walk, Windsor, Berkshire SL4 1EU","","","","","","","","","","","","","","","","","","","","","","","","09-08-1993","N"
"SY218702","Freehold","Fox Haven, The Glade, Kingswood, Tadworth (KT20 6LH)","REIGATE AND BANSTEAD","SURREY","SOUTH EAST","KT20 6LH","N","875000","TABBAH (PTC) LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Foxhaven, The Glade, Kingswood, Tadworth KT20 6LH","","","","","","","","","","","","","","","","","","","","","","","","16-10-2013","N"
"SY219430","Freehold","74 Mytchett Road, Mytchett, Camberley (GU16 6EZ)","SURREY HEATH","SURREY","SOUTH EAST","GU16 6EZ","N","","ANNOU HOLDINGS LIMITED","","Limited Company or Public Limited Company","SEYCHELLES","Suite 240, 50 Eastcastle Street, London W1W 8EA","","","","","","","","","","","","","","","","","","","","","","","","15-11-2016","N"
"SY219667","Freehold","943 Brighton Road, Purley (CR8 2BP)","CROYDON","GREATER LONDON","GREATER LONDON","CR8 2BP","N","","DISTAL INVESTMENTS LIMITED","","Limited Company or Public Limited Company","SEYCHELLES","5-6 Portman Mews South, London W1H 6HU","","","","","","","","","","","","","","","","","","","","","","","","11-05-1994","N"
"SY219998","Freehold","land lying to the East side of Well Lane, Horsell","WOKING","SURREY","SOUTH EAST","","N","","MARKFIELD INVESTMENTS LIMITED","","Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT","","","","","","","","","","","","","","","","","","","","","","","","19-08-1994","N"
"SGL588110","Freehold","9 Rosedene Avenue, Croydon (CR0 3DN)","CROYDON","GREATER LONDON","GREATER LONDON","CR0 3DN","N","","J&L LAND INVESTMENT LTD","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","23 Hillside Gardens, Barnet, Herts EN5 2NG","253 Hesterman Way, Valley Leisure Park, Croydon CR0 4YA","Fleet Place House 2 Fleet Place, Holborn Viaduct, London EC4M 7RF","","","","","","","","","","","","","","","","","","","","","","04-04-2011","N"
"SGL594451","Freehold","Land on the South East side of Pleydell Avenue","BROMLEY","GREATER LONDON","GREATER LONDON","","N","","EMPIRE PROPERTY DEVELOPMENTS LIMITED","","Limited Company or Public Limited Company","MAURITIUS","1125 London Road, London SW16","","","","","","","","","","","","","","","","","","","","","","","","27-01-2000","N"
"SGL602391","Leasehold","21-33 Worple Road, London (SW19 4JS)","MERTON","GREATER LONDON","GREATER LONDON","SW19 4JS","N","6800000","KFIM LIPUT 1 LIMITED","","Limited Company or Public Limited Company","JERSEY","IFC 5 , St Helier, Jersey, JE1 1ST","","","KFIM LIPUT 2 LIMITED","","Limited Company or Public Limited Company","JERSEY","IFC 5 , St Helier, Jersey, JE1 1ST","","","","","","","","","","","","","","","","","16-09-2016","N"
"SGL603318","Freehold","Land lying to the west of Blackness Lane, Keston","BROMLEY","GREATER LONDON","GREATER LONDON","","N","","AIOLOS GENERAL INVESTMENT AND CONSTRUCTION S.A.","","Corporate Body","GREECE","10 Broomwood Road, London SW11 6HT","34 Wycliffe Road, London SW11 5QR","","","","","","","","","","","","","","","","","","","","","","","22-08-2001","N"
"SGL604400","Freehold","17 to 22 (all) Turkey Oak Close, London (SE19 2NZ)","CROYDON","GREATER LONDON","GREATER LONDON","SE19 2NZ","N","","CRAGSTEN JERSEY LIMITED","","Limited Company or Public Limited Company","JERSEY","145 Anerley Road, Anerley, London SE20 8EG","","","","","","","","","","","","","","","","","","","","","","","","","N"
"SGL605514","Freehold","7 Prospect Place, London (SW20 0JP)","MERTON","GREATER LONDON","GREATER LONDON","SW20 0JP","N","3300000","LILY PROPERTY NOMINEES LIMITED","","Limited Company or Public Limited Company","JERSEY","7 Prospect Place, London SW20 0JP","PO Box 79, 26 Esplanade, St Helier, Jersey, JE4 8PS","","","","","","","","","","","","","","","","","","","","","","","04-02-2016","N"
"SGL606267","Freehold","land lying to the west of Christchurch Road, London","MERTON","GREATER LONDON","GREATER LONDON","","N","","COLLIERS WOOD INVESTMENTS LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","First Floor, 18-20 North Quay, Douglas, Isle Of Man, IM1 4LE","","","","","","","","","","","","","","","","","","","","","","","","23-12-2013","N"
"SGL610595","Freehold","39 Lennard Road, Bromley (BR2 8LN)","BROMLEY","GREATER LONDON","GREATER LONDON","BR2 8LN","N","345000","MONOLAT VENTURES LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","1-20 Spurgeon Street, London SE1 4YP","Winterhill House, Station Approach, Marlow SL7 1NT","","","","","","","","","","","","","","","","","","","","","","","17-11-2015","N"
"SGL612723","Leasehold","58 Godstone Road, Purley (CR8 2DD)","CROYDON","GREATER LONDON","GREATER LONDON","CR8 2DD","N","","KINNO LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","Oxley & Coward, 34/46 Moorgate Street, Rotherham S60 2HB","","","","","","","","","","","","","","","","","","","","","","","","26-10-1999","N"
"SGL615047","Freehold","Land and building on the north east side of Deer Park Road, Merton","MERTON","GREATER LONDON","GREATER LONDON","","N","2200000","POWERHOUSE SPYDER 1 LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Regency Court, Glategny Esplanade, St Peter Port, Guernsey, GY1 1WW","","","","","","","","","","","","","","","","","","","","","","","","05-08-2014","N"
"SGL615875","Freehold","550 Kingston Road, London (SW20 8DR)","MERTON","GREATER LONDON","GREATER LONDON","SW20 8DR","N","115000","ABROMOWITZ AND ASSOCIATES INTERNATIONAL LIMITED","","Limited Company or Public Limited Company","GUERNSEY","550 Kingston Road, London SW20 8DR","","","","","","","","","","","","","","","","","","","","","","","","09-06-2009","N"
"SGL616057","Freehold","98 Buller Road, Thornton Heath (CR7 8QY)","CROYDON","GREATER LONDON","GREATER LONDON","CR7 8QY","N","","QUEENSVILLE PROPERTIES LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Regent House, 50 Moorgate Street, Rotherham S60 2EY","","","","","","","","","","","","","","","","","","","","","","","","03-11-1994","N"
"SGL616138","Freehold","22 High Street, Colliers Wood, London (SW19 2AE)","MERTON","GREATER LONDON","GREATER LONDON","SW19 2AE","N","515000","ALLIN HOLDINGS LIMITED","","Limited Company or Public Limited Company","SEYCHELLES","7 Beeston Place, London SW1W 0JJ","","","","","","","","","","","","","","","","","","","","","","","","10-06-2014","N"
"SGL616354","Freehold","56 and 58 High Street, Sidcup","BEXLEY","GREATER LONDON","GREATER LONDON","","N","","HPUT TRUSTEE NO 2 LIMITED","","Limited Company or Public Limited Company","JERSEY","Whiteley Chambers, Don Street, St Helier, Jersey JE4 9WG, as trustees of Hunter Property Unit Trust","","","","","","","","","","","","","","","","","","","","","","","","28-10-2005","Y"
"SGL616381","Freehold","217a High Street, Sutton (SM1 1LB)","SUTTON","GREATER LONDON","GREATER LONDON","SM1 1LB","N","","CRANFIELD INVESTMENTS LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","First Floor, 18-20 North Quay, Douglas, Isle of Man, IM1 4LE","","","","","","","","","","","","","","","","","","","","","","","","22-03-2000","N"
"SGL617994","Leasehold","Parking Space and Storage Space, 1 Somerset Road, Wimbledon, London (SW19 5JU)","MERTON","GREATER LONDON","GREATER LONDON","SW19 5JU","N","","PETTIGREW INVESTMENTS LIMITED","","Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Messrs Lattey & Dawe 21 Liverpool Street, London EC2M 7RD.(Ref AW.6975.3.)","","","","","","","","","","","","","","","","","","","","","","","","21-10-2004","N"
"SGL620711","Freehold","223 Broadway, Bexleyheath (DA6 7EJ)","BEXLEY","GREATER LONDON","GREATER LONDON","DA6 7EJ","N","345000","RIVERSIDE HOLDINGS LIMITED","","Limited Company or Public Limited Company","SEYCHELLES","Suite 509, 5th Floor, Marble Arch Tower, 55 Bryanston Street, London W1H 7AA","","","","","","","","","","","","","","","","","","","","","","","","19-02-2014","N"
"SGL621829","Freehold","Hall Place, 5 Church Road, Mitcham","MERTON","GREATER LONDON","GREATER LONDON","","N","","SHANKILL PROPERTIES LIMITED","","Limited Company or Public Limited Company","JERSEY","Ground Floor, 73 Maygrove Road, London NW6 2EG","","","","","","","","","","","","","","","","","","","","","","","","31-10-2000","N"
"SGL624988","Leasehold","256 Cannon Hill Lane, (SW20 9HN)","MERTON","GREATER LONDON","GREATER LONDON","SW20 9HN","N","60000","OMONVILLE PROPERTIES LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","2 Merton Park Parade, Kingston Road, London SW19 3NT","","","","","","","","","","","","","","","","","","","","","","","","21-01-2002","N"
"SGL626981","Leasehold","92 The Woodlands, London (SE19 3EH)","CROYDON","GREATER LONDON","GREATER LONDON","SE19 3EH","N","","DEMPROTAS ENTERPRISES LIMITED","","Limited Company or Public Limited Company","CYPRUS","D & J Yianni & Co Ltd, 37 Park Parade, Harlesden, London NW10 4JE","","","","","","","","","","","","","","","","","","","","","","","","28-08-2003","N"
"SGL627467","Leasehold","190 London Road, Kingston Upon Thames (KT2 6QW)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT2 6QW","N","","KP TWO LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","18 Athol Street, Douglas, Isle of Man, IM1 1JA","Albemarle House, 1 Albemarle Street, London W1S 4HA","","","","","","","","","","","","","","","","","","","","","","","22-03-2016","N"
"SGL634735","Leasehold","Flat 178, Norbiton Hall, Birkenhead Avenue, Kingston Upon Thames (KT2 6RU)","KINGSTON UPON THAMES","GREATER LONDON","GREATER LONDON","KT2 6RU","N","220000","WINDSINGER LIMITED","","Limited Company or Public Limited Company","ISLE OF MAN","Bourne Concourse, Peel Street, Ramsey, Isle of Man, IM8 1JJ","","","","","","","","","","","","","","","","","","","","","","","","09-08-2006","N"
"SGL635426","Freehold","35 to 41 (odd numbers) Prince's Road, London (SW19 8RH)","MERTON","GREATER LONDON","GREATER LONDON","SW19 8RH","N","","ABACUS LAND 4 LIMITED","","Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG","","","","","","","","","","","","","","","","","","","","","","","","06-06-2017","N"
